text,template,medium_word,content_word,style_word,seed
a cake with Pop Art style,a <CONTENT> with <STYLE> style,painting,cake,Pop Art,14769
a cake with Post Impressionism style,a <CONTENT> with <STYLE> style,painting,cake,Post Impressionism,14770
a cake with Realism style,a <CONTENT> with <STYLE> style,painting,cake,Realism,14771
a cake with Rococo style,a <CONTENT> with <STYLE> style,painting,cake,Rococo,14772
a cake with Romanticism style,a <CONTENT> with <STYLE> style,painting,cake,Romanticism,14773
a cake with Symbolism style,a <CONTENT> with <STYLE> style,painting,cake,Symbolism,14774
a cake with Synthetic Cubism style,a <CONTENT> with <STYLE> style,painting,cake,Synthetic Cubism,14775
a cake with Ukiyo e style,a <CONTENT> with <STYLE> style,painting,cake,Ukiyo e,14776
a cake with Albrecht Durer style,a <CONTENT> with <STYLE> style,painting,cake,Albrecht Durer,14777
a cake with Boris Kustodiev style,a <CONTENT> with <STYLE> style,painting,cake,Boris Kustodiev,14778
a cake with Camille Pissarro style,a <CONTENT> with <STYLE> style,painting,cake,Camille Pissarro,14779
a cake with Childe Hassam style,a <CONTENT> with <STYLE> style,painting,cake,Childe Hassam,14780
a cake with Claude Monet style,a <CONTENT> with <STYLE> style,painting,cake,Claude Monet,14781
a cake with Edgar Degas style,a <CONTENT> with <STYLE> style,painting,cake,Edgar Degas,14782
a cake with Eugene Boudin style,a <CONTENT> with <STYLE> style,painting,cake,Eugene Boudin,14783
a cake with Gustave Dore style,a <CONTENT> with <STYLE> style,painting,cake,Gustave Dore,14784
a cake with Ilya Repin style,a <CONTENT> with <STYLE> style,painting,cake,Ilya Repin,14785
a cake with Ivan Aivazovsky style,a <CONTENT> with <STYLE> style,painting,cake,Ivan Aivazovsky,14786
a cake with Ivan Shishkin style,a <CONTENT> with <STYLE> style,painting,cake,Ivan Shishkin,14787
a cake with John Singer Sargent style,a <CONTENT> with <STYLE> style,painting,cake,John Singer Sargent,14788
a cake with Marc Chagall style,a <CONTENT> with <STYLE> style,painting,cake,Marc Chagall,14789
a cake with Martiros Saryan style,a <CONTENT> with <STYLE> style,painting,cake,Martiros Saryan,14790
a cake with Nicholas Roerich style,a <CONTENT> with <STYLE> style,painting,cake,Nicholas Roerich,14791
a cake with Pablo Picasso style,a <CONTENT> with <STYLE> style,painting,cake,Pablo Picasso,14792
a cake with Paul Cezanne style,a <CONTENT> with <STYLE> style,painting,cake,Paul Cezanne,14793
a cake with Pierre Auguste Renoir style,a <CONTENT> with <STYLE> style,painting,cake,Pierre Auguste Renoir,14794
a cake with Pyotr Konchalovsky style,a <CONTENT> with <STYLE> style,painting,cake,Pyotr Konchalovsky,14795
a cake with Raphael Kirchner style,a <CONTENT> with <STYLE> style,painting,cake,Raphael Kirchner,14796
a cake with Rembrandt style,a <CONTENT> with <STYLE> style,painting,cake,Rembrandt,14797
a cake with Salvador Dali style,a <CONTENT> with <STYLE> style,painting,cake,Salvador Dali,14798
a cake with Vincent van Gogh style,a <CONTENT> with <STYLE> style,painting,cake,Vincent van Gogh,14799
a chair with Abstract Expressionism style,a <CONTENT> with <STYLE> style,painting,chair,Abstract Expressionism,14800
a chair with Action painting style,a <CONTENT> with <STYLE> style,painting,chair,Action painting,14801
a chair with Analytical Cubism style,a <CONTENT> with <STYLE> style,painting,chair,Analytical Cubism,14802
a chair with Art Nouveau style,a <CONTENT> with <STYLE> style,painting,chair,Art Nouveau,14803
a chair with Baroque style,a <CONTENT> with <STYLE> style,painting,chair,Baroque,14804
a chair with Color Field Painting style,a <CONTENT> with <STYLE> style,painting,chair,Color Field Painting,14805
a chair with Contemporary Realism style,a <CONTENT> with <STYLE> style,painting,chair,Contemporary Realism,14806
a chair with Cubism style,a <CONTENT> with <STYLE> style,painting,chair,Cubism,14807
a chair with Early Renaissance style,a <CONTENT> with <STYLE> style,painting,chair,Early Renaissance,14808
a chair with Expressionism style,a <CONTENT> with <STYLE> style,painting,chair,Expressionism,14809
a chair with Fauvism style,a <CONTENT> with <STYLE> style,painting,chair,Fauvism,14810
a chair with High Renaissance style,a <CONTENT> with <STYLE> style,painting,chair,High Renaissance,14811
a chair with Impressionism style,a <CONTENT> with <STYLE> style,painting,chair,Impressionism,14812
a chair with Mannerism Late Renaissance style,a <CONTENT> with <STYLE> style,painting,chair,Mannerism Late Renaissance,14813
a chair with Minimalism style,a <CONTENT> with <STYLE> style,painting,chair,Minimalism,14814
a chair with Naive Art Primitivism style,a <CONTENT> with <STYLE> style,painting,chair,Naive Art Primitivism,14815
a chair with New Realism style,a <CONTENT> with <STYLE> style,painting,chair,New Realism,14816
a chair with Northern Renaissance style,a <CONTENT> with <STYLE> style,painting,chair,Northern Renaissance,14817
a chair with Pointillism style,a <CONTENT> with <STYLE> style,painting,chair,Pointillism,14818
a chair with Pop Art style,a <CONTENT> with <STYLE> style,painting,chair,Pop Art,14819
a chair with Post Impressionism style,a <CONTENT> with <STYLE> style,painting,chair,Post Impressionism,14820
a chair with Realism style,a <CONTENT> with <STYLE> style,painting,chair,Realism,14821
a chair with Rococo style,a <CONTENT> with <STYLE> style,painting,chair,Rococo,14822
a chair with Romanticism style,a <CONTENT> with <STYLE> style,painting,chair,Romanticism,14823
a chair with Symbolism style,a <CONTENT> with <STYLE> style,painting,chair,Symbolism,14824
a chair with Synthetic Cubism style,a <CONTENT> with <STYLE> style,painting,chair,Synthetic Cubism,14825
a chair with Ukiyo e style,a <CONTENT> with <STYLE> style,painting,chair,Ukiyo e,14826
a chair with Albrecht Durer style,a <CONTENT> with <STYLE> style,painting,chair,Albrecht Durer,14827
a chair with Boris Kustodiev style,a <CONTENT> with <STYLE> style,painting,chair,Boris Kustodiev,14828
a chair with Camille Pissarro style,a <CONTENT> with <STYLE> style,painting,chair,Camille Pissarro,14829
a chair with Childe Hassam style,a <CONTENT> with <STYLE> style,painting,chair,Childe Hassam,14830
a chair with Claude Monet style,a <CONTENT> with <STYLE> style,painting,chair,Claude Monet,14831
a chair with Edgar Degas style,a <CONTENT> with <STYLE> style,painting,chair,Edgar Degas,14832
a chair with Eugene Boudin style,a <CONTENT> with <STYLE> style,painting,chair,Eugene Boudin,14833
a chair with Gustave Dore style,a <CONTENT> with <STYLE> style,painting,chair,Gustave Dore,14834
a chair with Ilya Repin style,a <CONTENT> with <STYLE> style,painting,chair,Ilya Repin,14835
a chair with Ivan Aivazovsky style,a <CONTENT> with <STYLE> style,painting,chair,Ivan Aivazovsky,14836
a chair with Ivan Shishkin style,a <CONTENT> with <STYLE> style,painting,chair,Ivan Shishkin,14837
a chair with John Singer Sargent style,a <CONTENT> with <STYLE> style,painting,chair,John Singer Sargent,14838
a chair with Marc Chagall style,a <CONTENT> with <STYLE> style,painting,chair,Marc Chagall,14839
a chair with Martiros Saryan style,a <CONTENT> with <STYLE> style,painting,chair,Martiros Saryan,14840
a chair with Nicholas Roerich style,a <CONTENT> with <STYLE> style,painting,chair,Nicholas Roerich,14841
a chair with Pablo Picasso style,a <CONTENT> with <STYLE> style,painting,chair,Pablo Picasso,14842
a chair with Paul Cezanne style,a <CONTENT> with <STYLE> style,painting,chair,Paul Cezanne,14843
a chair with Pierre Auguste Renoir style,a <CONTENT> with <STYLE> style,painting,chair,Pierre Auguste Renoir,14844
a chair with Pyotr Konchalovsky style,a <CONTENT> with <STYLE> style,painting,chair,Pyotr Konchalovsky,14845
a chair with Raphael Kirchner style,a <CONTENT> with <STYLE> style,painting,chair,Raphael Kirchner,14846
a chair with Rembrandt style,a <CONTENT> with <STYLE> style,painting,chair,Rembrandt,14847
a chair with Salvador Dali style,a <CONTENT> with <STYLE> style,painting,chair,Salvador Dali,14848
a chair with Vincent van Gogh style,a <CONTENT> with <STYLE> style,painting,chair,Vincent van Gogh,14849
a couch with Abstract Expressionism style,a <CONTENT> with <STYLE> style,painting,couch,Abstract Expressionism,14850
a couch with Action painting style,a <CONTENT> with <STYLE> style,painting,couch,Action painting,14851
a couch with Analytical Cubism style,a <CONTENT> with <STYLE> style,painting,couch,Analytical Cubism,14852
a couch with Art Nouveau style,a <CONTENT> with <STYLE> style,painting,couch,Art Nouveau,14853
a couch with Baroque style,a <CONTENT> with <STYLE> style,painting,couch,Baroque,14854
a couch with Color Field Painting style,a <CONTENT> with <STYLE> style,painting,couch,Color Field Painting,14855
a couch with Contemporary Realism style,a <CONTENT> with <STYLE> style,painting,couch,Contemporary Realism,14856
a couch with Cubism style,a <CONTENT> with <STYLE> style,painting,couch,Cubism,14857
a couch with Early Renaissance style,a <CONTENT> with <STYLE> style,painting,couch,Early Renaissance,14858
a couch with Expressionism style,a <CONTENT> with <STYLE> style,painting,couch,Expressionism,14859
a couch with Fauvism style,a <CONTENT> with <STYLE> style,painting,couch,Fauvism,14860
a couch with High Renaissance style,a <CONTENT> with <STYLE> style,painting,couch,High Renaissance,14861
a couch with Impressionism style,a <CONTENT> with <STYLE> style,painting,couch,Impressionism,14862
a couch with Mannerism Late Renaissance style,a <CONTENT> with <STYLE> style,painting,couch,Mannerism Late Renaissance,14863
a couch with Minimalism style,a <CONTENT> with <STYLE> style,painting,couch,Minimalism,14864
a couch with Naive Art Primitivism style,a <CONTENT> with <STYLE> style,painting,couch,Naive Art Primitivism,14865
a couch with New Realism style,a <CONTENT> with <STYLE> style,painting,couch,New Realism,14866
a couch with Northern Renaissance style,a <CONTENT> with <STYLE> style,painting,couch,Northern Renaissance,14867
a couch with Pointillism style,a <CONTENT> with <STYLE> style,painting,couch,Pointillism,14868
a couch with Pop Art style,a <CONTENT> with <STYLE> style,painting,couch,Pop Art,14869
a couch with Post Impressionism style,a <CONTENT> with <STYLE> style,painting,couch,Post Impressionism,14870
a couch with Realism style,a <CONTENT> with <STYLE> style,painting,couch,Realism,14871
a couch with Rococo style,a <CONTENT> with <STYLE> style,painting,couch,Rococo,14872
a couch with Romanticism style,a <CONTENT> with <STYLE> style,painting,couch,Romanticism,14873
a couch with Symbolism style,a <CONTENT> with <STYLE> style,painting,couch,Symbolism,14874
a couch with Synthetic Cubism style,a <CONTENT> with <STYLE> style,painting,couch,Synthetic Cubism,14875
a couch with Ukiyo e style,a <CONTENT> with <STYLE> style,painting,couch,Ukiyo e,14876
a couch with Albrecht Durer style,a <CONTENT> with <STYLE> style,painting,couch,Albrecht Durer,14877
a couch with Boris Kustodiev style,a <CONTENT> with <STYLE> style,painting,couch,Boris Kustodiev,14878
a couch with Camille Pissarro style,a <CONTENT> with <STYLE> style,painting,couch,Camille Pissarro,14879
a couch with Childe Hassam style,a <CONTENT> with <STYLE> style,painting,couch,Childe Hassam,14880
a couch with Claude Monet style,a <CONTENT> with <STYLE> style,painting,couch,Claude Monet,14881
a couch with Edgar Degas style,a <CONTENT> with <STYLE> style,painting,couch,Edgar Degas,14882
a couch with Eugene Boudin style,a <CONTENT> with <STYLE> style,painting,couch,Eugene Boudin,14883
a couch with Gustave Dore style,a <CONTENT> with <STYLE> style,painting,couch,Gustave Dore,14884
a couch with Ilya Repin style,a <CONTENT> with <STYLE> style,painting,couch,Ilya Repin,14885
a couch with Ivan Aivazovsky style,a <CONTENT> with <STYLE> style,painting,couch,Ivan Aivazovsky,14886
a couch with Ivan Shishkin style,a <CONTENT> with <STYLE> style,painting,couch,Ivan Shishkin,14887
a couch with John Singer Sargent style,a <CONTENT> with <STYLE> style,painting,couch,John Singer Sargent,14888
a couch with Marc Chagall style,a <CONTENT> with <STYLE> style,painting,couch,Marc Chagall,14889
a couch with Martiros Saryan style,a <CONTENT> with <STYLE> style,painting,couch,Martiros Saryan,14890
a couch with Nicholas Roerich style,a <CONTENT> with <STYLE> style,painting,couch,Nicholas Roerich,14891
a couch with Pablo Picasso style,a <CONTENT> with <STYLE> style,painting,couch,Pablo Picasso,14892
a couch with Paul Cezanne style,a <CONTENT> with <STYLE> style,painting,couch,Paul Cezanne,14893
a couch with Pierre Auguste Renoir style,a <CONTENT> with <STYLE> style,painting,couch,Pierre Auguste Renoir,14894
a couch with Pyotr Konchalovsky style,a <CONTENT> with <STYLE> style,painting,couch,Pyotr Konchalovsky,14895
a couch with Raphael Kirchner style,a <CONTENT> with <STYLE> style,painting,couch,Raphael Kirchner,14896
a couch with Rembrandt style,a <CONTENT> with <STYLE> style,painting,couch,Rembrandt,14897
a couch with Salvador Dali style,a <CONTENT> with <STYLE> style,painting,couch,Salvador Dali,14898
a couch with Vincent van Gogh style,a <CONTENT> with <STYLE> style,painting,couch,Vincent van Gogh,14899
a potted plant with Abstract Expressionism style,a <CONTENT> with <STYLE> style,painting,potted plant,Abstract Expressionism,14900
a potted plant with Action painting style,a <CONTENT> with <STYLE> style,painting,potted plant,Action painting,14901
a potted plant with Analytical Cubism style,a <CONTENT> with <STYLE> style,painting,potted plant,Analytical Cubism,14902
a potted plant with Art Nouveau style,a <CONTENT> with <STYLE> style,painting,potted plant,Art Nouveau,14903
a potted plant with Baroque style,a <CONTENT> with <STYLE> style,painting,potted plant,Baroque,14904
a potted plant with Color Field Painting style,a <CONTENT> with <STYLE> style,painting,potted plant,Color Field Painting,14905
a potted plant with Contemporary Realism style,a <CONTENT> with <STYLE> style,painting,potted plant,Contemporary Realism,14906
a potted plant with Cubism style,a <CONTENT> with <STYLE> style,painting,potted plant,Cubism,14907
a potted plant with Early Renaissance style,a <CONTENT> with <STYLE> style,painting,potted plant,Early Renaissance,14908
a potted plant with Expressionism style,a <CONTENT> with <STYLE> style,painting,potted plant,Expressionism,14909
a potted plant with Fauvism style,a <CONTENT> with <STYLE> style,painting,potted plant,Fauvism,14910
a potted plant with High Renaissance style,a <CONTENT> with <STYLE> style,painting,potted plant,High Renaissance,14911
a potted plant with Impressionism style,a <CONTENT> with <STYLE> style,painting,potted plant,Impressionism,14912
a potted plant with Mannerism Late Renaissance style,a <CONTENT> with <STYLE> style,painting,potted plant,Mannerism Late Renaissance,14913
a potted plant with Minimalism style,a <CONTENT> with <STYLE> style,painting,potted plant,Minimalism,14914
a potted plant with Naive Art Primitivism style,a <CONTENT> with <STYLE> style,painting,potted plant,Naive Art Primitivism,14915
a potted plant with New Realism style,a <CONTENT> with <STYLE> style,painting,potted plant,New Realism,14916
a potted plant with Northern Renaissance style,a <CONTENT> with <STYLE> style,painting,potted plant,Northern Renaissance,14917
a potted plant with Pointillism style,a <CONTENT> with <STYLE> style,painting,potted plant,Pointillism,14918
a potted plant with Pop Art style,a <CONTENT> with <STYLE> style,painting,potted plant,Pop Art,14919
a potted plant with Post Impressionism style,a <CONTENT> with <STYLE> style,painting,potted plant,Post Impressionism,14920
a potted plant with Realism style,a <CONTENT> with <STYLE> style,painting,potted plant,Realism,14921
a potted plant with Rococo style,a <CONTENT> with <STYLE> style,painting,potted plant,Rococo,14922
a potted plant with Romanticism style,a <CONTENT> with <STYLE> style,painting,potted plant,Romanticism,14923
a potted plant with Symbolism style,a <CONTENT> with <STYLE> style,painting,potted plant,Symbolism,14924
a potted plant with Synthetic Cubism style,a <CONTENT> with <STYLE> style,painting,potted plant,Synthetic Cubism,14925
